Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
robocam_2021_04_09_21_29_47_675.jpg;-15;1;0;5.006677;129.5544;107.6588;0.5569432;24.12651;359.0657
robocam_2021_04_09_21_29_47_742.jpg;-15;1;0;5.005315;129.8195;107.7755;-0.002923268;21.86579;358.7596
robocam_2021_04_09_21_29_47_809.jpg;-15;1;0;5.000871;130.1834;107.9239;359.644;19.28756;358.5842
robocam_2021_04_09_21_29_47_876.jpg;-15;1;0;4.999494;130.4646;108.0285;359.686;17.57136;358.6476
robocam_2021_04_09_21_29_47_942.jpg;-15;1;0;5.000298;130.7519;108.1248;359.895;15.84721;358.7774
robocam_2021_04_09_21_29_48_009.jpg;-15;1;0;5.009413;131.1451;108.2322;0.3113032;12.50011;358.8525
robocam_2021_04_09_21_29_48_075.jpg;-15;1;0;5.005693;131.4381;108.2959;0.3394223;9.876297;358.7967
robocam_2021_04_09_21_29_48_143.jpg;-15;1;0;5.003956;131.7298;108.3479;0.167333;7.526398;358.7344
robocam_2021_04_09_21_29_48_210.jpg;-15;1;0;5.001758;132.1206;108.4021;359.8691;4.941681;358.771
robocam_2021_04_09_21_29_48_276.jpg;-13.50687;1;0;5.009168;132.4218;108.429;-0.002353427;3.185165;358.7704
robocam_2021_04_09_21_29_48_342.jpg;-10.50064;1;0;5.013679;132.7223;108.4456;0.07161728;1.396187;358.7458
robocam_2021_04_09_21_29_48_410.jpg;-7.489757;1;0;5.004184;133.121;108.4585;359.986;359.5472;358.9075
robocam_2021_04_09_21_29_48_476.jpg;-4.481412;1;0;5.009479;133.4217;108.4565;0.01093241;358.5491;358.9004
robocam_2021_04_09_21_29_48_543.jpg;-1.470241;1;0;5.011528;133.722;108.4505;0.003517708;357.9046;358.9119
robocam_2021_04_09_21_29_48_609.jpg;0;1;0;5.011626;134.1228;108.4386;0.0119389;357.5667;358.9706
robocam_2021_04_09_21_29_48_676.jpg;0;0.8008165;0;5.01056;134.424;108.4273;0.06047371;357.4915;359.0086
robocam_2021_04_09_21_29_48_743.jpg;0;0.6000696;0;5.006743;134.7254;108.4151;0.1276508;357.4683;359.0609
robocam_2021_04_09_21_29_48_810.jpg;0;0.3999447;0;5.002686;135.1266;108.3982;0.2152444;357.461;359.1512
robocam_2021_04_09_21_29_48_877.jpg;0;0.1996971;0;4.999239;135.4267;108.3856;0.244528;357.468;359.2455
robocam_2021_04_09_21_29_48_943.jpg;0;0;0;4.98886;135.7258;108.3728;0.2426267;357.4746;359.344
robocam_2021_04_09_21_29_49_010.jpg;0;0;0;4.973204;136.122;108.3557;0.1826273;357.4805;359.4759
robocam_2021_04_09_21_29_49_077.jpg;0;0;0.1004514;4.956862;136.4169;108.3428;0.09333415;357.4814;359.5695
robocam_2021_04_09_21_29_49_144.jpg;0;0;0.3008856;4.901561;136.8032;108.326;359.8391;357.4861;359.7035
robocam_2021_04_09_21_29_49_210.jpg;0;0;0.501249;4.825094;137.0845;108.3142;359.5069;357.5052;359.8373
robocam_2021_04_09_21_29_49_276.jpg;0;0;0.7017234;4.663416;137.3554;108.3031;359.0164;357.539;0.005923126
robocam_2021_04_09_21_29_49_344.jpg;0;0;0.9020571;4.520115;137.7036;108.2848;358.3661;357.4033;359.9919
robocam_2021_04_09_21_29_49_410.jpg;0;0;1;4.408501;137.9606;108.2718;358.1024;357.234;359.9849
robocam_2021_04_09_21_29_49_477.jpg;0;0;1;4.246942;138.2128;108.2595;357.9701;357.1331;0.0198202
robocam_2021_04_09_21_29_49_544.jpg;0;0;1;4.123088;138.5444;108.2417;358.1977;357.042;-0.002073027
robocam_2021_04_09_21_29_49_611.jpg;0;0;1;3.996886;138.789;108.2289;358.6177;357.0182;0.01161561
robocam_2021_04_09_21_29_49_677.jpg;0;0;1;3.814308;139.0227;108.2152;358.999;356.988;359.9232
robocam_2021_04_09_21_29_49_744.jpg;0;0;1;3.539331;139.2988;108.2016;358.8072;356.9056;359.9568
robocam_2021_04_09_21_29_49_811.jpg;0;0;1;3.32345;139.4893;108.1916;358.4927;356.8831;359.9926
robocam_2021_04_09_21_29_49_879.jpg;0;0;1;3.135173;139.6732;108.181;358.2804;356.8771;359.9906
robocam_2021_04_09_21_29_49_944.jpg;0;0;1;3.015821;139.9125;108.1675;358.2935;356.8572;-0.002492257
robocam_2021_04_09_21_29_50_011.jpg;0;0;1;2.896565;140.0878;108.1574;358.5413;356.8415;-0.004060743
robocam_2021_04_09_21_29_50_078.jpg;0;0;1;2.67362;140.2536;108.1481;358.7887;356.8362;0.00455067
robocam_2021_04_09_21_29_50_144.jpg;0;0;1;2.486043;140.4479;108.1371;358.7267;356.7647;0.002505217
robocam_2021_04_09_21_29_50_212.jpg;0;0;1;2.288373;140.5813;108.1292;358.6503;356.7577;359.9938
robocam_2021_04_09_21_29_50_278.jpg;0;0;1;2.132876;140.7108;108.1217;358.739;356.7454;-0.003622852
robocam_2021_04_09_21_29_50_345.jpg;0;0;1;1.967137;140.8633;108.1129;358.6928;356.7413;-0.0003120821
